,client_id,visit_id,visitor_id,treatment_group,total_steps,backward_steps,error_rate
36414,6296897,783499712_21085706758_994555,342640299_44173341849,Control,3,0,0.0
36415,6296897,9238565_24246170469_668298,342640299_44173341849,Control,2,0,0.0
36416,6297093,206209398_94604465632_979160,149751915_20997770531,Control,12,2,16.666666666666664
36417,6297183,574776868_75267263737_930396,876229602_36382630670,Test,8,0,0.0
36418,6297367,767928287_39774884722_37250,488171008_26895331104,Control,5,0,0.0
36419,6298044,225092805_65237904975_662539,840027736_19140373538,Test,5,0,0.0
36420,6298044,489362357_26134672662_400078,840027736_19140373538,Test,2,0,0.0
36421,6298044,692325559_11610388780_411098,840027736_19140373538,Test,4,1,25.0
36422,6298173,10899307_53651903569_153334,214042445_77742689830,Test,2,0,0.0
36423,6298404,849470464_82773801644_750127,549984128_51761278314,Control,8,2,25.0
36424,6298697,384496163_42876898773_631095,373604182_30299518649,Control,2,0,0.0
36425,6299017,395226767_98022614897_209055,16993293_99393263305,Test,5,0,0.0
36426,6299017,461261696_35166474609_650235,16993293_99393263305,Test,3,1,33.33333333333333
36427,6299026,744332423_60201773879_291145,150333524_4283419258,Test,5,0,0.0
36428,6299605,283747140_93783477376_349483,164284861_85498648767,Control,4,1,25.0
36429,6299605,785830550_59228690535_328527,164284861_85498648767,Control,5,0,0.0
36430,6300223,535799409_87590315392_769528,705551753_71485170961,Control,5,0,0.0
36431,6300261,94029951_29020601925_173290,708858392_96412337394,Control,6,1,16.666666666666664
36432,6300438,247179883_52159940994_312489,2480887_40180233622,Test,5,0,0.0
36433,6300543,153919387_66828634882_780907,535773581_26208252388,Test,9,1,11.11111111111111
36434,6300654,878499137_8012926816_64195,771475674_46918070529,Test,7,1,14.285714285714285
36435,6301669,69684869_84007089911_911885,599514737_6703901626,Test,7,1,14.285714285714285
36436,6301913,702337210_19912021060_333164,43235914_42349431455,Test,6,0,0.0
36437,6302349,196245334_74500117375_468902,166427951_41233999474,Test,5,0,0.0
36438,6302366,775646864_80513081389_512266,787502526_4110201842,Test,4,0,0.0
36439,6303172,364214127_58838132152_752282,106320104_41146409570,Control,11,5,45.45454545454545
36440,6303786,937534537_92197051505_880575,663904406_74506458424,Test,5,0,0.0
36441,6303834,230883643_99423848257_158678,59237724_71373417390,Control,2,0,0.0
36442,6303834,746188155_71103008423_7900,59237724_71373417390,Control,14,5,35.714285714285715
36443,6303834,849903622_76286296570_237436,59237724_71373417390,Control,2,0,0.0
36444,6303834,962789263_49194491399_266238,59237724_71373417390,Control,2,0,0.0
36445,6303898,314408120_12299489887_626779,719794988_78857929369,Control,7,1,14.285714285714285
36446,6304184,167123283_60612699314_435954,892103499_39111673392,Test,3,1,33.33333333333333
36447,6304200,482465854_83486157684_372195,964569657_4455951425,Test,2,0,0.0
36448,6304261,733389778_25866176303_495602,246361266_76080744084,Test,7,0,0.0
36449,6304582,8350722_18375205056_363155,687227781_23860477557,Test,5,0,0.0
36450,6305110,52526375_11795140430_235226,509631544_25288126803,Control,4,0,0.0
36451,6305131,930372945_32073025266_376472,457762600_69131230727,Test,5,0,0.0
36452,6305157,828803520_91858692937_664909,605560465_80496276528,Test,5,0,0.0
36453,6305171,876575344_72346206506_173533,607887971_23326416992,Test,5,0,0.0
36454,6305342,221627667_33399081677_767141,929336784_81576697132,Control,5,0,0.0
36455,6305480,265001777_65728873471_875306,710553862_59937543165,Test,7,2,28.57142857142857
36456,6305628,615127104_61256779057_294556,616295590_15862072587,Test,2,0,0.0
36457,6305628,962361876_81235678513_401571,616295590_15862072587,Test,2,0,0.0
36458,6305830,219044826_48931860953_127757,522027544_47668888180,Test,12,3,25.0
36459,6305830,669491135_28466095073_895951,936905652_46527880805,Test,2,0,0.0
36460,6305830,926342869_34112949659_856136,210649764_45627001379,Test,2,0,0.0
36461,6305905,112180490_23106481797_608668,667928932_53323515032,Control,4,0,0.0
36462,6305905,377783989_20092061918_513151,838740366_52747142862,Control,11,3,27.27272727272727
36463,6305905,453764980_13600265258_128102,838740366_52747142862,Control,6,1,16.666666666666664
36464,6305905,512508816_47487430331_320176,838740366_52747142862,Control,15,4,26.666666666666668
36465,6305905,877195340_54080711153_385783,667928932_53323515032,Control,2,0,0.0
36466,6305941,264798595_19978695764_963384,515388364_45279313317,Control,5,0,0.0
36467,6306006,753920000_4853912564_17739,23632109_88631993459,Control,5,0,0.0
36468,6306129,269372612_68736897615_681578,622957447_41148848841,Test,5,0,0.0
36469,6306354,719654476_80737252130_782081,413924325_40450927029,Test,2,0,0.0
36470,6306354,81201393_33561758431_51122,413924325_40450927029,Test,3,0,0.0
36471,6307079,860179228_75440157641_357435,876227666_44658374339,Test,9,3,33.33333333333333
36472,6307079,955235645_55503423394_257314,876227666_44658374339,Test,7,1,14.285714285714285
36473,6307446,292161689_26638764841_966085,58023003_58602592005,Test,7,1,14.285714285714285
36474,6307628,584601113_96930487858_124551,582343581_10230629674,Test,9,1,11.11111111111111
36475,6308456,388230571_56395579724_951869,995109923_18587932595,Test,5,0,0.0
36476,6308576,111678586_82929529969_329036,524597591_29710860217,Test,6,0,0.0
36477,6308615,483035333_25856290555_445690,132458486_73801080343,Test,4,0,0.0
36478,6308806,89340935_59706857164_377130,479433276_60134348498,Control,10,2,20.0
36479,6308970,535842799_47967308251_752409,307673372_28472255069,Test,10,2,20.0
36480,6309001,581280804_17440225343_832442,431769254_80411496799,Test,9,1,11.11111111111111
36481,6309176,222635409_64559419538_377068,148595543_25041048295,Control,2,0,0.0
36482,6309176,354394320_68308965079_519409,148595543_25041048295,Control,2,0,0.0
36483,6309469,733573196_59617358022_584737,905251853_45799959830,Test,5,0,0.0
36484,6309838,47076130_73186014844_422734,778048355_49017389857,Test,4,0,0.0
36485,6309891,524331202_33223371711_665046,344262943_84182611536,Control,5,0,0.0
36486,6310137,252380664_21052626222_451174,333293513_3803418846,Control,8,1,12.5
36487,6310137,885824095_18496638891_368594,333293513_3803418846,Control,2,0,0.0
36488,6310288,382574130_65305796765_967937,224987814_17047805107,Control,5,0,0.0
36489,6310687,864690199_38034703602_947999,909822626_68437330610,Test,3,1,33.33333333333333
36490,6311181,955399161_42626282133_724095,503925544_29733871661,Control,5,0,0.0
36491,6311580,416616265_20407037806_664958,722205134_80941220875,Control,5,0,0.0
36492,6311761,587213650_78314880758_810421,701222740_94643031984,Control,5,0,0.0
36493,6311942,183908665_71069637312_600010,414644604_14614449840,Control,7,1,14.285714285714285
36494,6312687,400393108_15952824836_251290,263096404_80760764803,Control,4,0,0.0
36495,6312898,139325152_16046274763_191859,93203724_61181838915,Test,9,2,22.22222222222222
36496,6312909,248723488_39397783581_404193,71566399_67220926340,Test,6,0,0.0
36497,6312949,525823360_76658659685_307458,976163940_40762631479,Test,5,0,0.0
36498,6313049,727233884_21477494731_712611,663872659_24920955861,Control,2,0,0.0
36499,6313049,91174552_42046862492_881507,647658504_58151543566,Control,5,0,0.0
36500,6313081,439571422_41525636372_684611,415630156_95190806242,Control,4,0,0.0
36501,6313081,881060108_85190748308_224206,415630156_95190806242,Control,8,0,0.0
36502,6313228,684138135_38488760608_358682,298476712_76393214661,Test,5,0,0.0
36503,6313310,142455103_9470933434_200314,723947085_72060017585,Test,6,0,0.0
36504,6313562,650261698_45396275464_697976,744364693_62750688711,Control,5,0,0.0
36505,6313605,139328031_26975073814_993265,518957322_21701577602,Test,3,0,0.0
36506,6313605,170670123_39672492026_664907,518957322_21701577602,Test,2,0,0.0
36507,6313605,805488260_88257874332_982266,518957322_21701577602,Test,3,0,0.0
36508,6313605,859910333_78525214619_970046,518957322_21701577602,Test,6,0,0.0
36509,6313693,438403692_97555580259_161202,136032796_13102737638,Test,5,0,0.0
36510,6313827,792629388_42482730535_300527,659236737_51479053708,Test,5,0,0.0
36511,6313877,599421305_26594256167_40768,960796760_26133144565,Test,7,1,14.285714285714285
36512,6314328,970390152_82462950196_796021,41939818_37238724219,Test,6,0,0.0
36513,6314742,231101722_53862369622_977163,512099695_35729441342,Test,4,0,0.0
36514,6314742,334414142_128136372_192870,421029657_55748807879,Test,4,0,0.0
36515,6314966,366332347_93198271879_914120,972887958_37709849626,Control,5,0,0.0
36516,6315188,756311625_91506686944_360846,341143560_36527432346,Test,5,0,0.0
36517,6315858,832669529_38398576285_990175,710670944_78683034678,Control,7,1,14.285714285714285
36518,6316179,106679528_83928157480_253697,123677449_38313953121,Control,7,1,14.285714285714285
36519,6316253,439379384_13111447251_539668,431357702_87726003250,Test,5,0,0.0
36520,6316298,58963813_63002190676_288513,931169359_38871503516,Control,2,0,0.0
36521,6316427,781104273_68984286997_378206,803613112_81316750858,Test,6,1,16.666666666666664
36522,6316427,946844988_63627748878_598180,803613112_81316750858,Test,5,0,0.0
36523,6316702,278146196_31782278095_371374,721998048_14576925710,Test,5,0,0.0
36524,6316702,533701284_22253207978_818163,721998048_14576925710,Test,7,1,14.285714285714285
36525,6316734,965351512_19693568048_746986,811216420_48440580156,Control,8,0,0.0
36526,6316795,341867008_72237627856_254153,943147887_65966261093,Control,3,0,0.0
36527,6316820,375678984_81763645768_123755,398248807_81678827147,Test,2,0,0.0
36528,6316983,867524785_92831492922_140740,821342847_37000700834,Control,5,0,0.0
36529,6316996,429736640_26760445234_42311,649944042_72535061745,Test,6,0,0.0
36530,6316996,96651514_81870287038_491100,692572523_52297636816,Test,9,4,44.44444444444444
36531,6317042,349727461_95182331375_191663,663286651_3594705050,Test,2,0,0.0
36532,6317054,301049476_65345524696_251054,855037219_59947257982,Test,5,2,40.0
36533,6317054,943152609_18154961774_308016,855037219_59947257982,Test,5,0,0.0
36534,6317207,650065372_91581229714_236819,942385143_7190710402,Test,7,1,14.285714285714285
36535,6317256,861296074_69931629297_706574,721938434_8245349318,Test,5,0,0.0
36536,6317332,896233733_90214597279_507732,340550517_4261788523,Test,5,0,0.0
36537,6317673,884081582_23823227789_417779,278832231_6129791883,Control,6,1,16.666666666666664
36538,6317729,89751374_80718056378_769078,327428624_36136782291,Test,4,1,25.0
36539,6317776,672038992_78671371648_572153,32707190_58882648179,Control,4,0,0.0
36540,6318002,179642387_3273712760_318982,31173520_4850557302,Test,7,1,14.285714285714285
36541,6318532,618046828_79640198215_842268,86758144_69196799025,Control,9,2,22.22222222222222
36542,6318705,26822342_96367493277_985195,378483895_15794279740,Test,6,0,0.0
36543,6318967,591443352_43499335755_112761,85322910_97327060505,Test,5,0,0.0
36544,6318967,961951256_50172117892_110169,233298106_27874987768,Test,12,4,33.33333333333333
36545,6319213,772852429_18419291677_27043,459879799_74188939965,Test,11,1,9.090909090909092
36546,6319245,362320198_85061744196_813190,181338302_25256493341,Test,5,0,0.0
36547,6319675,715098113_7459010504_135857,725551824_49287969782,Test,5,0,0.0
36548,6319777,793412352_99030142471_762600,711940040_91749518457,Test,5,0,0.0
36549,6319952,50229480_28548644648_642520,982550229_7707060418,Test,5,1,20.0
36550,6320252,454168601_59644966046_90279,682569095_70777596545,Test,5,0,0.0
36551,6320688,768523375_76509559976_571955,496093469_29149838772,Control,5,0,0.0
36552,6320900,839535936_89795143532_652405,551348621_94164909240,Control,11,3,27.27272727272727
36553,6320900,858493839_21689015207_870653,551348621_94164909240,Control,4,1,25.0
36554,6320969,912211164_65199504651_17880,734916363_7006290943,Control,8,2,25.0
36555,6321074,435298988_2341258328_841601,677552283_41202872409,Test,6,2,33.33333333333333
36556,6321387,255050908_14209546231_569613,133700692_45408276087,Test,4,0,0.0
36557,6321743,512215738_62726987683_608638,471175599_28861502869,Test,4,0,0.0
36558,6321845,666178805_55913840349_602303,921169680_39084705446,Test,9,1,11.11111111111111
36559,6322195,525574164_58113374898_324048,467333033_10746378136,Control,3,0,0.0
36560,6322195,879484920_26484963275_289942,467333033_10746378136,Control,12,5,41.66666666666667
36561,6322292,315519471_51196793731_762207,305081427_14207802373,Test,5,0,0.0
36562,6322494,471565509_49879404332_304199,471111511_61932184734,Test,4,0,0.0
36563,6322646,751492710_10932832894_497042,527296102_36328084081,Test,7,2,28.57142857142857
36564,6322646,85459596_2242181922_619065,853051104_93798176031,Test,7,1,14.285714285714285
36565,6322872,574229535_72192829299_559805,563278175_8270011327,Test,5,0,0.0
36566,6322965,875880409_35435495236_68984,196393714_77120623784,Test,5,0,0.0
36567,6323047,509497127_2920860803_800432,48614469_25429195659,Control,5,0,0.0
36568,6323060,236322806_7710889214_177558,302384151_61580452272,Test,8,1,12.5
36569,6324016,578107021_96251440001_555987,301590285_39825929476,Control,5,0,0.0
36570,6324067,26542651_27782647475_178275,565158697_3415883518,Control,5,0,0.0
36571,6324067,696024475_14179016084_260376,565158697_3415883518,Control,3,1,33.33333333333333
36572,6324492,197770717_22294893620_483256,363317073_12239849373,Test,2,0,0.0
36573,6324966,489995908_45103897642_824849,406697610_13211220770,Control,2,0,0.0
36574,6325520,177224778_26713597007_187623,181531522_7748832672,Control,4,0,0.0
36575,6325529,144792886_17244975424_137183,445053832_76709246018,Control,11,2,18.181818181818183
36576,6325529,15876069_95642383476_604872,445053832_76709246018,Control,2,0,0.0
36577,6325529,327294159_3138700855_762504,485815546_26865409583,Control,4,1,25.0
36578,6325731,894712487_23700060064_620127,933373337_43416180425,Test,7,1,14.285714285714285
36579,6325742,971758995_54186672141_989629,871690281_12729471896,Control,7,1,14.285714285714285
36580,6326298,460292454_12292114915_522190,518872077_16913018084,Control,5,0,0.0
36581,6326668,747011097_18799147036_756843,505190131_92700942924,Test,5,0,0.0
36582,6327008,391761661_87158186601_410139,61821934_27032189259,Test,9,1,11.11111111111111
36583,6327246,215761187_59600643940_275132,603133952_7810819905,Control,5,1,20.0
36584,6327365,435490162_34075930165_183985,810297098_74470290782,Control,5,0,0.0
36585,6327393,776257949_89856755711_857839,586674981_82598778325,Control,5,0,0.0
36586,6327460,459982459_51911035593_581829,8471580_53041523168,Control,10,2,20.0
36587,6327787,208176124_15384988835_70869,103671433_96785075862,Test,5,0,0.0
36588,6328200,987152421_20383338743_448557,449699889_26125180480,Test,21,4,19.047619047619047
36589,6328234,542391419_55203109755_726218,987379477_93055690057,Test,5,0,0.0
36590,6328237,33795085_85224724557_622263,668316088_9808833735,Test,7,0,0.0
36591,6328295,897795473_73256464354_595416,110296450_47674966781,Control,5,0,0.0
36592,6328652,999890686_31377985689_29808,324952067_72139949325,Test,4,1,25.0
36593,6328917,67422382_52016946637_611799,937585991_3224527373,Test,8,0,0.0
36594,6328967,287791689_8209347576_52663,223196739_77783388460,Control,5,0,0.0
36595,6329216,975338000_68171572329_546306,119968168_3278548826,Test,8,0,0.0
36596,6329415,147235432_22820162537_506658,16809270_20818129999,Control,3,1,33.33333333333333
36597,6329564,173546883_12478273090_793683,276302182_39162040888,Test,5,0,0.0
36598,6329839,575606444_12619345286_350934,139069471_90819578843,Test,5,0,0.0
36599,6330052,744691905_34451191942_643475,913726846_94120083900,Test,5,0,0.0
36600,6330488,235548053_99482168846_885503,445395455_8122075191,Test,13,1,7.6923076923076925
36601,6330539,65938338_30976426614_999994,107849804_54379666692,Control,2,0,0.0
36602,6330735,739425303_91954811644_304431,258721813_38961419354,Test,2,0,0.0
36603,6330960,937207279_58637942050_426671,386436458_40853744012,Control,5,0,0.0
36604,6331089,274348281_70789778736_333556,719198625_68773820690,Control,7,1,14.285714285714285
36605,6331387,310217144_98292555469_479072,470131774_62237288863,Control,6,0,0.0
36606,6331553,110328340_23474297650_588301,373939130_48603101876,Test,5,0,0.0
36607,6331614,988955320_98458203386_619514,956919763_59118001743,Test,5,0,0.0
36608,6331923,820351378_12830678104_799286,740276983_9588600107,Test,5,0,0.0
36609,6332012,270121063_32357600465_938316,291097481_32556235999,Control,5,0,0.0
36610,6332171,313973333_78976660758_228621,90267280_67204665723,Control,6,2,33.33333333333333
36611,6332248,223946120_80887063198_961894,53182580_42837698457,Control,5,0,0.0
36612,6332250,858178077_93256342721_786768,151688410_32394444529,Test,5,0,0.0
36613,6332820,447160444_94912383463_897001,702914335_50197514290,Control,5,0,0.0
36614,6333363,856163774_39426002619_192368,184643646_71785690916,Test,5,1,20.0
36615,6333665,320071072_791120139_883541,550868463_12972285426,Test,5,0,0.0
36616,6334070,453771071_22963646844_967279,772014327_61516970997,Control,2,0,0.0
36617,6334070,884985789_29893233454_486222,772014327_61516970997,Control,5,0,0.0
36618,6334082,266086004_14112698803_274060,979872696_54464360076,Test,5,0,0.0
36619,6334360,586047816_14599436811_389185,629124187_65258232847,Test,9,2,22.22222222222222
36620,6334445,447797263_13770701945_269284,656780948_89972837524,Test,5,0,0.0
36621,6334676,750755537_66700766335_627875,85947156_24268707556,Control,5,0,0.0
36622,6334745,815272996_69385694966_575435,385073083_94337259448,Test,10,1,10.0
36623,6335136,73400520_77044287610_813783,274098472_43319435113,Test,5,2,40.0
36624,6335357,978136855_42933929455_324649,308926177_99972173085,Test,6,0,0.0
36625,6335396,886374666_23124048436_56307,68048825_94135402675,Test,6,0,0.0
36626,6335787,464879768_29988114560_944109,836054568_64398440799,Test,9,2,22.22222222222222
36627,6335806,993491643_54998802097_759662,128637746_66441419039,Test,5,0,0.0
36628,6336701,175806586_38574480310_106274,928452635_72914092124,Test,6,0,0.0
36629,6336914,668836528_85804885016_193148,850887608_89686505715,Control,5,0,0.0
36630,6337229,916953630_60658315948_819010,601105015_1841509544,Test,11,3,27.27272727272727
36631,6337595,34627883_64816086135_31703,106905649_27468012792,Test,5,0,0.0
36632,6337595,960832872_75256207239_692829,106905649_27468012792,Test,2,0,0.0
36633,6337816,137309903_69051070965_872767,12177289_47470453482,Test,5,1,20.0
36634,6337816,408858859_32205751695_45411,12177289_47470453482,Test,9,1,11.11111111111111
36635,6338026,426840145_26326737552_537199,710528912_28302413774,Test,5,1,20.0
36636,6338026,627244484_44093494007_881328,710528912_28302413774,Test,5,0,0.0
36637,6338480,604760161_9056533230_959367,953305190_72159889936,Control,6,1,16.666666666666664
36638,6338487,43241499_60723314806_912193,292630314_38822703070,Test,6,0,0.0
36639,6338549,22282979_94945310505_348261,932785482_31386291877,Control,2,0,0.0
36640,6338896,265762651_48318615030_639574,602030632_37323476655,Test,2,0,0.0
36641,6338935,834217223_87073021232_790043,194191663_16684785139,Control,5,0,0.0
36642,6339028,995510101_83493405976_126824,658645472_35580687281,Control,6,0,0.0
36643,6340165,452935005_93166703499_114637,3440395_37536629753,Test,4,0,0.0
36644,6340165,807377376_80236242198_346513,689857621_54861247744,Test,2,0,0.0
36645,6340179,587962781_34724105359_150140,21624211_32865402830,Control,3,0,0.0
36646,6340179,992832952_76083484741_66034,21624211_32865402830,Control,2,0,0.0
36647,6340232,48385010_78209061064_851146,597586448_30436945791,Test,3,0,0.0
36648,6340232,758966733_27857399996_168706,597586448_30436945791,Test,7,1,14.285714285714285
36649,6340340,972752284_82461466808_890623,420132399_85932300980,Test,5,0,0.0
36650,6340523,734677707_46272141539_108192,359205112_97700294423,Test,7,1,14.285714285714285
36651,6340549,173733735_60128130656_314604,426042902_81327988471,Control,5,0,0.0
36652,6340635,872704224_38943411417_267437,43486388_26133576230,Control,9,2,22.22222222222222
36653,6341014,716185950_96485189391_232739,545433887_43424772699,Control,9,2,22.22222222222222
36654,6341223,272280779_22693419543_342491,596602843_7378831173,Test,2,0,0.0
36655,6341223,326773061_79966908868_763380,208877288_19425857846,Test,4,1,25.0
36656,6341223,456823891_15272737052_259454,208877288_19425857846,Test,2,0,0.0
36657,6341223,711222136_76636924991_80658,700358612_98579563078,Test,5,1,20.0
36658,6341488,381216104_80184727275_606458,801892005_64520303565,Test,5,0,0.0
36659,6341510,149132090_89874229960_398884,429828846_41115881081,Control,5,0,0.0
36660,6341730,529534904_6307860379_968610,197448350_53861975089,Test,7,2,28.57142857142857
36661,6341770,178166657_42210363891_924873,150583180_45410661566,Test,3,1,33.33333333333333
36662,6342042,739647541_41164068541_878062,647484599_64365399376,Test,5,0,0.0
36663,6342356,475827832_49055821068_276847,297483049_190911490,Control,5,0,0.0
36664,6342391,31949418_44939968083_590906,937875002_3144640813,Test,5,0,0.0
36665,6342468,371505322_16627239300_65276,231033802_34321783205,Test,2,0,0.0
36666,6342884,71964696_25507501288_572934,84250171_69416253610,Control,2,0,0.0
36667,6342884,88525969_72484778974_841248,419689337_14284888330,Control,2,0,0.0
36668,6343369,774878807_24733622283_911641,739035781_16276674084,Test,5,0,0.0
36669,6343570,89332699_11439317188_269072,477906090_19278317128,Test,6,0,0.0
36670,6343599,744357931_87846941464_187489,729520618_42989362156,Control,4,0,0.0
36671,6343599,747100967_29637101083_959871,729520618_42989362156,Control,3,0,0.0
36672,6343693,856930023_76707004518_533204,489147742_85370634505,Control,8,1,12.5
36673,6344380,274152003_53983162171_286843,329076963_43181635807,Control,2,0,0.0
36674,6344385,290735294_89593149131_245275,677697519_65812051143,Test,5,0,0.0
36675,6344453,785338540_85725758140_283540,369881170_16981969952,Test,7,0,0.0
36676,6344478,33975683_90923690993_538983,200799621_47544590359,Test,5,0,0.0
36677,6345064,704707358_26384661854_116298,832239714_86792582336,Test,5,0,0.0
36678,6345263,84042462_40961405130_276984,849704780_93396305924,Test,3,0,0.0
36679,6345665,782249867_36098167665_821556,752409498_69013489070,Test,5,0,0.0
36680,6345753,340306691_33240090134_777971,555556051_28706998088,Test,9,3,33.33333333333333
36681,6345753,99832388_98068692086_171671,555556051_28706998088,Test,8,1,12.5
36682,6345861,170129531_76205263414_965738,239325083_12072623619,Test,7,1,14.285714285714285
36683,6346107,997307304_19558642765_813422,614712180_27874303346,Control,2,0,0.0
36684,6346401,196931242_66656012934_447652,137971169_20454332067,Control,2,0,0.0
36685,6346401,866269170_79588658575_716918,78543897_72937334131,Control,6,0,0.0
36686,6346401,959130722_16920401039_704620,831586674_48444781787,Control,3,0,0.0
36687,6346474,752036714_43047154201_444572,387825051_24109954037,Control,8,1,12.5
36688,6346538,32790475_18532724225_676298,458853415_85348653905,Test,3,1,33.33333333333333
36689,6346538,998668453_62247063797_83960,458853415_85348653905,Test,5,0,0.0
36690,6346565,871338056_10494295065_325588,571200592_89141689657,Control,5,0,0.0
36691,6346672,510866231_58600460152_649834,353058430_9107128023,Control,2,0,0.0
36692,6346829,977486813_4674930106_995072,973738964_44398900596,Control,6,2,33.33333333333333
36693,6346847,267959001_13694153513_578247,182624276_28875412098,Test,6,0,0.0
36694,6347071,591083061_64286183571_701033,285934750_43416857456,Test,3,0,0.0
36695,6347295,975090347_27539653063_557368,710054943_7584817179,Control,5,0,0.0
36696,6347403,57420578_44491246734_670401,823948249_82718164724,Test,5,0,0.0
36697,6347479,587486982_68020190012_639019,639382348_75444947740,Test,3,1,33.33333333333333
36698,6347553,841282541_58413188758_487360,290549743_63633319480,Control,4,0,0.0
36699,6347963,741303277_86175843898_375682,503366139_88824914802,Control,5,0,0.0
36700,6347970,243575362_78247869713_768368,363748801_1942714795,Test,12,3,25.0
36701,6347993,206312236_79706108718_940453,134042773_79486630903,Test,5,0,0.0
36702,6348223,717430554_11515400670_874110,788151028_25856203914,Control,4,0,0.0
36703,6348683,223235362_26653247650_436525,522898105_68185996676,Test,5,0,0.0
36704,6348754,156810961_99374932744_84686,41949440_67157013559,Test,8,1,12.5
36705,6348769,835967038_1301452838_427866,592300206_53230117549,Test,5,0,0.0
36706,6348972,255608296_87942535821_882826,391620552_12056371495,Test,5,0,0.0
36707,6348982,658228044_67724369387_949655,653149226_41417050031,Test,17,3,17.647058823529413
36708,6349231,956009320_45348979261_643188,368135339_91498174585,Test,5,0,0.0
36709,6349753,584686097_98566059204_535222,235904240_30447600845,Control,2,0,0.0
36710,6349753,838482508_41631168847_194774,249469844_30150391470,Control,5,0,0.0
36711,6349899,879661625_80337808690_920375,56406734_18262950542,Control,5,0,0.0
36712,6350662,771121915_67497542420_282101,368339017_26950364023,Test,6,1,16.666666666666664
36713,6350771,916520087_66780147977_950968,511001291_65394726943,Test,5,0,0.0
36714,6350886,768021352_43977080214_856385,89627910_56666892319,Control,5,0,0.0
36715,6351080,648810385_89385511484_128156,660013412_54700714940,Control,8,1,12.5
36716,6351080,821439343_45978914937_10159,628596770_53242054169,Control,7,1,14.285714285714285
36717,6351281,38077169_87608870666_77193,316689714_53980439769,Control,5,0,0.0
36718,6351585,303455795_42315163159_465818,72559753_95915837168,Control,2,0,0.0
36719,6351594,512002658_22009737889_237123,391084127_98978576046,Control,8,1,12.5
36720,6351623,503683386_22943163676_365568,644044365_12576114566,Test,5,0,0.0
36721,6351670,489896139_29722389380_162663,830055752_71081928273,Test,3,1,33.33333333333333
36722,6351678,27096198_44096162775_331435,199312490_38692028695,Control,5,0,0.0
36723,6351678,936339959_60672683862_417061,96089498_16066779499,Control,5,1,20.0
36724,6351681,263192109_57833291015_901597,866680018_96621235982,Control,5,0,0.0
36725,6351716,994327881_14395478122_909966,65182252_79747297754,Control,5,0,0.0
36726,6352249,7125911_76459955253_760309,481467357_3969635146,Control,5,0,0.0
36727,6352379,512485230_82540825493_637043,272019974_49058186968,Test,8,1,12.5
36728,6352453,246367402_26723104712_728317,786653378_48067389935,Test,5,0,0.0
36729,6352478,424477563_83333623403_254274,501973214_3403389301,Control,5,0,0.0
36730,6352915,929432825_69737822279_141317,318128725_7707293270,Test,7,1,14.285714285714285
36731,6352921,9437363_95235670775_898952,860413633_71224370275,Control,5,1,20.0
36732,6353212,680082886_71028564438_229324,637899282_39919234262,Test,12,2,16.666666666666664
36733,6353311,500024706_74288408877_704842,886090311_34705771786,Test,6,0,0.0
36734,6353548,127229801_78830700894_778903,873704632_14115622958,Control,5,0,0.0
36735,6353548,460444245_104093582_291304,873704632_14115622958,Control,2,0,0.0
36736,6353548,502027536_46137718868_655874,873704632_14115622958,Control,2,0,0.0
36737,6353548,545270793_72351856806_529894,873704632_14115622958,Control,3,0,0.0
36738,6353548,630902942_34796105380_946807,873704632_14115622958,Control,2,0,0.0
36739,6353848,161953508_89350462295_683324,636941787_13574055952,Test,7,0,0.0
36740,6353872,978918342_36985323353_705069,272488996_5424839715,Control,11,5,45.45454545454545
36741,6354136,982514798_12674988574_939123,331062311_81332640490,Control,5,0,0.0
36742,6354379,890688564_11568391212_306685,531780340_98576379135,Test,5,0,0.0
36743,6354538,981576795_64499799107_673983,535230224_94303613770,Test,5,0,0.0
36744,6354599,366279520_56153876029_149000,953221099_93494959533,Control,9,2,22.22222222222222
36745,6355166,639270989_74852734978_56888,576137213_2070816374,Control,5,0,0.0
36746,6355297,730304270_14097611060_304008,634853339_2173143723,Control,5,1,20.0
36747,6355297,915629253_84742804438_168432,634853339_2173143723,Control,6,0,0.0
36748,6355360,2810059_78525636599_253331,559227688_31206820688,Test,11,3,27.27272727272727
36749,6355445,599515140_6747243979_600505,361134194_37247950922,Control,5,0,0.0
36750,6355597,301446577_36321184659_932348,171393444_68526721042,Test,4,0,0.0
36751,6355889,673940970_68007969155_935745,385800145_39174503041,Test,5,0,0.0
36752,6356056,819717945_56895294129_14375,187555900_19923656921,Control,7,1,14.285714285714285
36753,6356072,313501073_75765957977_850947,406704857_68581400924,Control,5,0,0.0
36754,6356189,312732380_66968376693_276126,99844550_34665085534,Control,13,2,15.384615384615385
36755,6356481,216939236_22185324210_980736,961768624_95220480143,Test,6,1,16.666666666666664
36756,6356481,407708525_56421970110_493259,961768624_95220480143,Test,5,0,0.0
36757,6356540,739642463_26638782699_656822,761375364_36763723213,Test,5,0,0.0
36758,6356888,108905338_14872524601_905668,821616619_48084303977,Control,7,1,14.285714285714285
36759,6357156,562921755_93971394707_994646,843537525_74537041362,Control,2,0,0.0
36760,6357515,537012427_27344097488_219813,903018233_90429660245,Control,5,0,0.0
36761,6357574,109850778_13269643517_672459,278803267_72050591025,Control,3,0,0.0
36762,6358271,442647205_19200607661_684881,571539877_37147969863,Test,3,1,33.33333333333333
