client_id,visit_id,treatment_group,num_backward_steps,total_steps,error_rate
5234404,853573785_31247903653_103780,Test,0,2,0.0
5234643,550457666_35218201891_426021,Test,0,9,0.0
5234643,674353609_67014707330_323133,Test,0,2,0.0
5234879,271909439_76783331175_476042,Test,1,11,0.09090909090909091
5234998,423663969_63942865492_141684,Control,0,5,0.0
5235584,950157053_25892933557_58257,Test,0,2,0.0
5235587,839287309_92120778387_145485,Test,0,5,0.0
5236006,70983319_69394481751_14466,Control,0,5,0.0
5236248,889546330_84758266180_890135,Test,0,5,0.0
5236509,907054214_98214615013_713090,Control,0,4,0.0
5237164,930226975_70298813647_505497,Control,2,10,0.2
5237360,452162859_21020942182_373389,Control,1,8,0.125
5237394,366823476_88163729475_775706,Control,0,4,0.0
5237394,983777791_5458668387_981657,Control,1,6,0.16666666666666666
5237672,806191097_93363065282_594797,Control,0,5,0.0
5237799,422652774_80299618179_656279,Test,0,5,0.0
5237891,54286384_69160341731_297357,Control,2,9,0.2222222222222222
5238028,196361157_50516851172_528157,Control,0,5,0.0
5238205,188454232_72587423014_29814,Test,0,2,0.0
5238268,217699896_99977093151_239562,Control,0,6,0.0
5238268,228699601_31001269156_932518,Control,0,5,0.0
5238268,363988363_52559536208_548679,Control,0,2,0.0
5238268,490475770_64600660386_957927,Control,0,2,0.0
5238268,691661732_85072183536_405838,Control,0,4,0.0
5238268,707153525_73649003096_568917,Control,0,2,0.0
5238268,938135741_60126657627_305712,Control,0,2,0.0
5238268,98119987_74719912898_937385,Control,0,6,0.0
5238437,331509996_63744863206_577505,Control,0,6,0.0
5238437,858077425_33526146003_723605,Control,1,3,0.3333333333333333
5238439,916033115_70134557360_43177,Test,1,4,0.25
5238546,848178486_64962184099_690915,Test,0,5,0.0
5238758,991331792_99223863874_100915,Test,0,5,0.0
5238994,168625309_36930903817_963797,Test,1,7,0.14285714285714285
5239105,759758492_51533972848_137418,Test,0,5,0.0
5239805,223496197_53206062294_605248,Test,0,7,0.0
5240077,228307307_90157666821_523880,Control,0,7,0.0
5240250,121209159_81730010277_582286,Test,1,7,0.14285714285714285
5240250,374441412_46882913897_512095,Test,0,2,0.0
5240348,522679202_84395872280_386416,Control,0,5,0.0
5240399,381084091_69141763701_612684,Test,0,5,0.0
5240579,786263558_61452339970_486673,Test,0,5,0.0
5240787,72101315_55743755256_50360,Control,0,3,0.0
5240877,832935120_58167115659_900570,Test,0,5,0.0
5241065,120263305_59862318614_244256,Test,0,5,0.0
5241065,69242408_36424410519_799318,Test,0,2,0.0
5241101,645096897_93640642078_947565,Test,1,5,0.2
5241409,110415280_47075196194_176215,Test,4,10,0.4
5241409,531555894_80440934771_844538,Test,0,5,0.0
5241540,70913215_95855442826_949349,Control,0,2,0.0
5241540,76913583_98313588530_780840,Control,0,4,0.0
5242320,151930020_69920937445_401623,Test,0,5,0.0
5242471,244756373_89145240430_873774,Test,1,7,0.14285714285714285
5242709,94500127_80714994352_569038,Control,2,7,0.2857142857142857
5242744,143728479_48449626994_658073,Test,1,5,0.2
5242744,888119280_3430788341_805397,Test,0,4,0.0
5242916,772181787_52615613570_552345,Test,0,5,0.0
5243165,397294428_37713557899_794462,Control,0,5,0.0
5243201,421674703_10837035665_404073,Control,0,2,0.0
5243201,423468678_45299081092_438465,Control,0,5,0.0
5243201,488329851_28307641196_940680,Control,0,2,0.0
5243476,164246031_66122552481_622261,Control,0,5,0.0
5243725,656451865_43458168353_703962,Test,3,14,0.21428571428571427
5244179,142032029_32187424901_814932,Control,0,2,0.0
5244367,223827768_42432025713_215777,Control,0,6,0.0
5244527,43324231_58545872853_628621,Test,0,5,0.0
5244585,502905717_39578928975_994821,Control,0,6,0.0
5244658,956561574_63373809214_326441,Control,0,6,0.0
5244980,804819138_32331524642_337209,Control,0,2,0.0
5245008,345004318_90554815032_955960,Control,0,3,0.0
5245070,897871620_36388181686_210729,Test,0,8,0.0
5245124,188316948_30222060505_276176,Test,0,5,0.0
5245392,22709933_68645325703_416745,Test,1,7,0.14285714285714285
5245420,54551746_68153428550_615151,Test,0,5,0.0
5245476,172086483_38071839277_786246,Test,0,5,0.0
5245678,404832029_28890731394_243138,Test,0,5,0.0
5246023,609186524_37125263259_14198,Test,0,5,0.0
5246819,122968948_36945967472_605587,Control,0,4,0.0
5246819,568567854_84674046856_213041,Control,0,5,0.0
5246910,895856905_21104048143_57625,Control,0,5,0.0
5247002,479933886_26418404771_72149,Test,3,12,0.25
5247296,375141536_530464468_995218,Test,0,5,0.0
5247296,38488219_91217741794_309144,Test,0,3,0.0
5247474,433599232_95433664194_530595,Test,2,5,0.4
5247593,521746641_11461043062_20924,Control,0,5,0.0
5247686,294009926_44359745092_545244,Control,0,5,0.0
5247830,301027826_9981552195_14669,Control,0,5,0.0
5248827,241931062_64479714636_105648,Test,2,5,0.4
5249002,659149261_96852938167_384299,Test,0,5,0.0
5249149,106932889_27477532533_224509,Test,0,5,0.0
5249171,862569387_11533774791_332681,Test,0,5,0.0
5249489,745730636_14512953474_86374,Control,1,7,0.14285714285714285
5249648,312017871_72680774888_582729,Control,0,7,0.0
5249727,939876599_24754320201_30,Test,0,5,0.0
5249755,866546944_89334429488_882963,Control,0,6,0.0
5249795,564715140_44066591334_953348,Control,0,2,0.0
5249795,749879688_24342943228_754403,Control,0,5,0.0
5249821,410789835_13476922322_848451,Control,0,3,0.0
5249882,715327769_68348850511_856143,Test,5,16,0.3125
5249895,298520258_63468124791_685804,Test,1,8,0.125
5250051,630466383_92709573585_313835,Control,0,6,0.0
5250186,128375768_88788300716_536830,Control,0,5,0.0
5250208,1727472_51301109320_537022,Test,1,4,0.25
5250259,212574804_52068548890_274374,Control,3,10,0.3
5250341,404709138_90738487336_749000,Test,0,5,0.0
5250412,295530482_31422100328_312166,Test,1,8,0.125
5250597,771591919_12450338520_978128,Control,0,6,0.0
5250597,878075722_1532961453_50102,Control,1,3,0.3333333333333333
5250698,815131463_46569588537_428538,Control,0,3,0.0
5250877,672744992_16415410806_89273,Control,1,8,0.125
5250931,818546639_58602617692_831512,Control,0,5,0.0
5251053,678015544_40214514305_564954,Control,0,5,0.0
5251076,106922750_68558794930_556119,Test,0,3,0.0
5251076,116814144_31973691555_222340,Test,1,4,0.25
5251307,972129591_35602932002_415445,Control,0,6,0.0
5251384,506615726_43478466512_142378,Test,0,3,0.0
5251417,418662734_95787168961_807483,Control,0,5,0.0
5251466,106209844_29458873765_979034,Test,0,3,0.0
5251466,897816967_84004520948_396114,Test,1,8,0.125
5251468,581717731_31796232866_409313,Test,0,5,0.0
5251521,699070093_72214667381_266175,Test,0,6,0.0
5251671,163597841_39150588226_666650,Control,1,7,0.14285714285714285
5252040,689847574_8392837505_520075,Test,0,5,0.0
5252820,33742671_97901068304_119493,Test,0,4,0.0
5252893,915084243_6308475800_941761,Test,0,5,0.0
5253039,69732847_347269219_422874,Control,0,5,0.0
5253326,268106576_13514154614_996833,Test,0,5,0.0
5253683,995138232_6283377070_161821,Control,0,2,0.0
5253835,305818811_8911202757_874073,Test,0,6,0.0
5253882,184228204_33554267108_855565,Control,0,4,0.0
5253882,648083630_90353902947_519109,Control,1,4,0.25
5253914,15644788_5588002626_314422,Control,0,2,0.0
5253953,525945956_74997595971_627652,Test,1,12,0.08333333333333333
5253954,161835562_86399137619_297533,Control,0,2,0.0
5253954,710852214_23853829317_590495,Control,0,9,0.0
5254096,33101668_31538181397_889601,Test,0,2,0.0
5254323,520795914_60167840132_195407,Control,0,6,0.0
5254812,313176002_44751348574_830063,Control,1,6,0.16666666666666666
5255030,904905733_36842005059_607369,Test,0,5,0.0
5255174,165194261_1397919533_952171,Control,0,4,0.0
5255215,540025096_73066726936_907558,Test,0,4,0.0
5255286,743087436_72301584417_878851,Control,0,7,0.0
5255453,245512198_66442779482_502502,Test,0,5,0.0
5255514,121449727_42669047208_384746,Test,0,3,0.0
5255514,439255025_63865001719_621186,Test,1,7,0.14285714285714285
5255589,483469669_11304906467_553167,Test,0,5,0.0
5255917,592561614_55713412686_645809,Control,3,13,0.23076923076923078
5256284,388349857_34844138757_998303,Test,0,2,0.0
5256566,742676929_18557817031_384421,Control,0,5,0.0
5256648,899169304_52330193941_369014,Control,0,5,0.0
5256696,789623303_85580772794_618423,Test,0,11,0.0
5256980,710147453_54061069429_319193,Control,1,7,0.14285714285714285
5257165,831117845_77136937059_15405,Test,0,5,0.0
5257410,447969445_20194559935_884192,Test,0,5,0.0
5257691,7382687_80911548423_724565,Test,1,3,0.3333333333333333
5257748,366660733_74183026869_487206,Test,0,5,0.0
5257854,489832170_98584865916_258687,Test,0,3,0.0
5258191,261347769_66932575433_574166,Test,0,5,0.0
5258269,637419264_18122512549_206480,Control,0,3,0.0
5258390,415077350_84346633316_628902,Control,0,2,0.0
5258421,270782054_87019619821_506909,Test,0,6,0.0
5258581,919466773_59345461316_367622,Control,0,5,0.0
5258687,318164441_95546487847_24715,Control,0,3,0.0
5258772,798837175_10531968840_387476,Test,1,8,0.125
5259007,837931268_26707000652_214692,Test,0,5,0.0
5259513,334408399_36383743588_908999,Control,0,2,0.0
5259513,765376274_59794971259_605128,Control,0,2,0.0
5259513,983258358_55119761393_238303,Control,1,5,0.2
5259519,258894170_30054413205_622326,Control,1,8,0.125
5259609,828104666_24461543140_172401,Control,0,5,0.0
5260155,790050002_67251336103_364596,Test,0,5,0.0
5260443,625637002_75283601501_706026,Test,0,6,0.0
5260884,569523472_31298062094_679396,Test,1,11,0.09090909090909091
5260896,433898046_75114165421_384385,Control,1,7,0.14285714285714285
5261041,398247778_70160387803_230862,Test,0,5,0.0
5261223,184035576_34788727758_336127,Test,0,5,0.0
5261313,970641718_91254754815_331286,Control,0,4,0.0
5261517,433743501_62868015275_607019,Control,1,7,0.14285714285714285
5261586,883464866_84541329716_32316,Test,2,9,0.2222222222222222
5261628,799201648_83992053068_535054,Test,2,10,0.2
5262119,2441428_18636382315_618844,Control,0,2,0.0
5262119,26823325_22156818064_834565,Control,0,5,0.0
5262322,446947638_21905376754_50570,Test,0,2,0.0
5262376,204720159_93995957773_262946,Test,0,3,0.0
5262376,510562896_83947868111_903808,Test,0,2,0.0
5262376,64962110_23896097737_666337,Test,0,2,0.0
5262516,651893724_56108168099_106122,Test,0,7,0.0
5262538,993273087_41128160082_502536,Test,0,5,0.0
5262815,986838466_71068435010_128201,Control,0,5,0.0
5262910,15720713_66641437852_204869,Control,0,6,0.0
5263052,909344535_28004415756_390115,Control,0,5,0.0
5263096,194188552_12811382749_977999,Control,0,8,0.0
5264085,803313760_23346104700_119438,Test,0,4,0.0
5264326,283961554_50974573283_242769,Control,1,8,0.125
5264378,202465947_1794635443_166809,Test,1,6,0.16666666666666666
5264748,655322868_28843191684_957300,Control,0,5,0.0
5264946,225038735_56064770718_327289,Control,0,3,0.0
5265291,646821211_80500607705_457756,Control,0,5,0.0
5265294,352453987_37430291477_491495,Test,0,2,0.0
5265449,698067235_11887584087_387927,Test,1,4,0.25
5265454,108841867_14231764245_756209,Test,1,9,0.1111111111111111
5265484,410416795_93251388013_820909,Test,1,7,0.14285714285714285
5265484,615451834_73677337488_818454,Test,0,5,0.0
5265484,772070071_9146248172_773737,Test,1,7,0.14285714285714285
5265487,810092385_47863654993_164585,Test,0,4,0.0
5265495,82160661_74402791197_935290,Control,0,5,0.0
5266149,448091381_33868191570_322888,Control,0,6,0.0
5266951,914947757_42121093078_951854,Control,1,9,0.1111111111111111
5267691,501692830_11233051282_47520,Control,0,7,0.0
5267696,432775677_13861965902_571071,Test,5,19,0.2631578947368421
5267839,485649224_18313257456_800550,Test,0,3,0.0
5267839,596958666_81351253637_839950,Test,0,5,0.0
5268068,229731615_33790071025_364910,Test,0,2,0.0
5268068,272826446_38787745261_418600,Test,0,2,0.0
5268068,870598416_14154297242_135925,Test,1,8,0.125
5268101,977212767_70534722773_540517,Control,0,5,0.0
5268166,633496005_28348556358_696673,Test,1,7,0.14285714285714285
5268329,453591230_9497045603_764990,Test,1,7,0.14285714285714285
5268495,956306491_20154581363_402961,Control,2,7,0.2857142857142857
5268640,254062256_53434564809_91752,Test,0,5,0.0
5268732,991749473_64772124601_773207,Test,0,5,0.0
5268802,702652049_62500567901_633562,Test,0,5,0.0
5269098,417318656_47907234304_535420,Control,0,2,0.0
5269098,651561187_75097210955_206236,Control,0,5,0.0
5269385,177872643_29258517214_496202,Control,0,6,0.0
5269746,482757875_64506859598_109110,Control,0,5,0.0
5269752,789573707_80147948277_505646,Control,0,5,0.0
5269832,429426545_34684276689_612451,Test,0,5,0.0
5269888,953951141_50358272547_291023,Test,0,5,0.0
5269959,413130339_58050028520_410545,Test,1,7,0.14285714285714285
5269959,713682095_32538836587_302147,Test,1,5,0.2
5270566,289185161_67290017258_560957,Control,0,2,0.0
5271129,944110395_34396857910_494430,Control,1,8,0.125
5271445,972856707_79638322024_953866,Test,0,5,0.0
5271807,760705567_43049814252_613684,Test,2,12,0.16666666666666666
5271807,902676514_94005353882_473726,Test,1,4,0.25
5271810,800085937_27327890430_928269,Test,1,8,0.125
5271884,804704598_90193380277_417486,Test,0,4,0.0
5272209,979123181_47185056640_501726,Control,2,13,0.15384615384615385
5272335,108290112_7588267913_738033,Test,0,4,0.0
5272335,661831245_50896100862_614044,Test,2,10,0.2
5272525,194486989_48105568818_365760,Test,0,2,0.0
5272525,876693390_20640359788_60202,Test,0,5,0.0
5273138,671224223_94327097535_853665,Test,0,5,0.0
5274015,35731906_83420301778_796664,Control,0,3,0.0
5274015,927279996_81262841367_978866,Control,0,4,0.0
5274100,464227757_73911391390_791128,Test,0,5,0.0
5274513,483263857_71141207962_579467,Control,0,2,0.0
5274738,392452192_28916649932_870337,Test,0,6,0.0
5274750,982964947_12770977047_140851,Control,0,5,0.0
5275149,161474976_9050557955_859282,Control,0,2,0.0
5275149,416519523_11896419862_604981,Control,0,2,0.0
5275149,560474721_83116299252_714834,Control,2,8,0.25
5275149,87757312_44633191449_523917,Control,0,6,0.0
5275276,850481639_27714289762_539541,Test,0,5,0.0
5275476,909683012_47371461301_54020,Control,0,5,0.0
5276044,859319231_92016150170_927207,Control,0,4,0.0
5276734,155532862_71897993397_724014,Test,0,6,0.0
5276734,925481409_3204230702_748198,Test,0,2,0.0
5276754,244087882_31545766653_155775,Control,1,9,0.1111111111111111
5276888,605547078_29900318329_555613,Control,0,4,0.0
5276945,854407724_84826035493_311222,Test,0,5,0.0
5276993,910882418_62757937043_362196,Test,0,5,0.0
5277283,894874442_7383952908_279031,Control,0,2,0.0
5277283,901191030_13164596732_179752,Control,2,10,0.2
5277936,372447961_73969230095_299268,Test,0,5,0.0
5278380,594367929_95486969170_701070,Test,1,4,0.25
5278439,483341630_81935683082_555799,Test,0,5,0.0
5278597,88095591_63500818457_817884,Test,0,5,0.0
5279217,632187918_22053960945_467627,Control,0,5,0.0
5279330,428377995_37365271110_679987,Control,0,5,0.0
5279608,468498582_36496514964_694469,Test,1,7,0.14285714285714285
5279633,706025321_68878409286_693390,Test,0,5,0.0
5280291,925431749_92215810156_439538,Test,0,5,0.0
5280625,712218908_25427231320_705419,Control,0,5,0.0
5280680,231995440_40605520343_710025,Test,0,5,0.0
5280680,65531718_96983738516_883440,Test,1,5,0.2
5280680,957381536_58687633093_962170,Test,3,8,0.375
5280789,662422372_37710718552_877612,Test,0,5,0.0
5280867,937691502_81352724882_555341,Test,0,5,0.0
5281064,67723809_82523728020_978062,Control,0,5,0.0
5281066,17547028_75711013880_78178,Control,0,6,0.0
5281430,758727508_20116085884_457581,Test,2,6,0.3333333333333333
5281485,72465598_47463623364_772766,Test,0,3,0.0
5281606,157601997_10174809223_248566,Test,0,6,0.0
5281648,344255824_717341222_674764,Test,1,8,0.125
5281715,598561042_74934969081_634337,Test,0,5,0.0
5281854,179875244_25683816318_58935,Test,0,5,0.0
5281957,511317213_16525549277_993681,Control,0,2,0.0
5281957,546209032_36246544924_123168,Control,0,3,0.0
5281957,681263380_56129126505_908069,Control,0,2,0.0
5282464,672680483_83408928135_496250,Control,1,5,0.2
5282553,588904389_16165570985_286826,Control,4,21,0.19047619047619047
5282724,670945612_20892914753_641270,Test,1,3,0.3333333333333333
5282774,134703432_50419832302_606392,Control,0,5,0.0
5282949,170203556_69422386371_668946,Control,0,2,0.0
5283204,178558181_10011729585_777646,Test,0,5,0.0
5283242,614808127_18610637353_890860,Control,0,5,0.0
5283341,96956818_23120827063_893796,Test,0,2,0.0
5283422,120080137_94082427303_317815,Test,0,5,0.0
5283474,889112778_19516255013_942196,Control,0,2,0.0
5283609,449511076_39581579937_138400,Test,1,4,0.25
5283980,486240445_95452836014_333647,Control,0,6,0.0
5283991,758750113_28661401828_807222,Control,0,8,0.0
5284103,394433202_52826432180_838976,Control,0,5,0.0
5284235,542009006_58234142058_358897,Control,0,5,0.0
5284240,67218318_13039265642_127667,Test,0,5,0.0
5284464,814241974_80553908679_826682,Test,1,7,0.14285714285714285
5284522,418130784_64622884419_112198,Test,0,5,0.0
5284897,406881131_40545585902_5457,Control,2,9,0.2222222222222222
5285625,832737160_67529060510_878328,Test,0,9,0.0
5285771,893911048_99527226785_207635,Control,1,7,0.14285714285714285
5286049,263841346_44784591428_653649,Test,0,5,0.0
5286049,318026605_94408422414_916024,Test,1,5,0.2
5286123,979999452_43252590730_701746,Control,0,3,0.0
5286206,263191523_78624701072_601996,Control,1,8,0.125
5286362,705002249_78621942080_607981,Test,1,7,0.14285714285714285
5286363,367487853_99235509867_852251,Test,2,10,0.2
5286396,485945716_12619187760_303989,Test,1,4,0.25
5286552,381009135_29441504121_814152,Test,0,5,0.0
5286628,715984622_98802203606_613287,Test,0,5,0.0
5286680,217521310_33038583709_626039,Test,0,5,0.0
5286990,387232906_97631416606_929575,Test,2,5,0.4
5286990,827475045_3257254445_510835,Test,0,3,0.0
5286990,881235482_73333905445_863558,Test,0,4,0.0
5287180,213320471_58045752180_78940,Test,0,2,0.0
5287195,799300742_55275975506_98249,Control,1,8,0.125
5287377,217155291_71940264973_512553,Control,0,4,0.0
5287377,850623058_97255624092_591908,Control,0,5,0.0
5287546,213223062_36502717807_243614,Control,0,2,0.0
5287546,813423652_74391838414_875262,Control,0,5,0.0
5287560,211773011_2115630560_113124,Test,3,7,0.42857142857142855
5287776,850145087_82655405341_66698,Test,0,5,0.0
5287861,286035234_41333946553_231709,Test,0,5,0.0
5288149,994548545_44708706408_640863,Test,1,8,0.125
5288196,160719127_98752020184_100331,Control,0,6,0.0
5288243,521845148_79224478861_205279,Test,0,5,0.0
5288278,725547466_35274032627_911000,Control,0,5,0.0
5288701,12731574_25154519999_761982,Test,0,6,0.0
5288869,751953738_39039971805_522411,Test,0,5,0.0
5289052,422777480_61730236756_368514,Control,1,7,0.14285714285714285
5289273,333029427_46426846342_739200,Test,0,5,0.0
5289344,675095540_37019456258_383242,Test,0,5,0.0
5289601,562453728_46802248940_412514,Test,0,6,0.0
5289829,908381375_9382202311_380499,Control,0,5,0.0
5290060,536008130_49443843034_346318,Test,0,5,0.0
5290630,119513599_57482314371_294184,Test,0,5,0.0
5290689,183663358_36499624081_575894,Control,0,4,0.0
5290689,466683973_9807566177_568123,Control,2,8,0.25
5290689,634428969_79431433796_174592,Control,0,4,0.0
5291077,68958189_79142115905_167775,Control,3,12,0.25
5291166,493378530_47013720020_448762,Control,0,5,0.0
5291323,631905118_11925878232_52893,Control,0,5,0.0
5291423,50402179_38548432494_178913,Control,0,5,0.0
5291697,361071672_39967791127_671022,Test,0,5,0.0
5291781,666334863_51545067122_386797,Test,0,5,0.0
5291841,215166242_79754283719_833666,Test,0,3,0.0
5291841,475907999_62921827265_766396,Test,1,3,0.3333333333333333
5291841,548836599_43625742156_848602,Test,0,3,0.0
5291841,644633139_63518062738_155181,Test,0,4,0.0
5291841,662978550_79593403141_632900,Test,0,5,0.0
5292288,277573237_17857345427_762034,Control,0,5,0.0
5292870,369989206_82321235715_673212,Test,0,5,0.0
5292870,891055743_7431834994_379746,Test,0,5,0.0
5292917,347014646_83766954810_619064,Test,1,11,0.09090909090909091
5292917,78737152_34159647995_131884,Test,1,5,0.2
5293378,24123191_88294451059_230701,Test,1,4,0.25
5293378,954472069_15143860448_504282,Test,1,8,0.125
5293565,440932731_17602213218_818247,Test,0,6,0.0
5293569,940308474_12878423733_795925,Test,0,8,0.0
5293759,816901549_93354181210_948254,Test,0,5,0.0
5293887,779171834_49218050162_638417,Control,1,9,0.1111111111111111
5294087,905936176_17123868576_570826,Control,1,7,0.14285714285714285
5294139,729792735_13258126074_230486,Control,0,5,0.0
5294201,500591095_1963236555_603335,Test,0,4,0.0
5294201,697349844_56272189431_141974,Test,0,3,0.0
5294201,752790160_45610154471_948876,Test,1,8,0.125
5294264,39108097_19081195189_140508,Test,1,5,0.2
5294788,249052951_80704255954_820291,Test,0,2,0.0
5294828,850187708_32869092989_992871,Test,0,3,0.0
5294928,191196812_6002428806_485441,Control,0,5,0.0
5295191,776829824_72441311638_102310,Control,0,2,0.0
5295619,901897989_48937025684_253337,Test,2,9,0.2222222222222222
5295744,56620970_17739725604_390588,Test,0,5,0.0
5296140,344791789_41541737192_953256,Control,0,5,0.0
5296568,904473015_44164377296_778325,Test,0,2,0.0
5296648,300150776_14031337641_193750,Test,0,4,0.0
5296648,386399281_86764457795_219917,Test,0,2,0.0
5297031,56613114_74130128148_801283,Test,4,20,0.2
5297091,79346861_46015040005_485793,Test,0,5,0.0
5297168,607322512_17700013068_637892,Control,0,5,0.0
5297688,149683209_59321236892_465859,Test,0,5,0.0
5297883,270106948_81373300642_595284,Test,0,5,0.0
5298248,216600937_17848626236_53961,Control,0,5,0.0
5298248,880779204_30311973113_726369,Control,0,2,0.0
5298449,361338554_31390176714_257013,Test,0,6,0.0
5298822,741446085_56751814714_424204,Control,0,5,0.0
5299122,103728654_862458844_13886,Control,0,2,0.0
5299122,129810823_10482630360_524798,Control,0,2,0.0
5299122,334193794_324786754_552372,Control,0,5,0.0
5299317,169788777_35051003999_966583,Control,1,8,0.125
5299330,393949856_93259770389_49234,Control,1,8,0.125
5299415,858651587_62626263942_557647,Test,0,5,0.0
5299432,133136772_9266497843_983268,Test,1,4,0.25
5299432,428197416_52169718119_578564,Test,3,8,0.375
5299626,694771686_98015821396_485597,Test,0,6,0.0
5299660,130465599_97262181923_426541,Test,0,3,0.0
5299753,505127981_24367963534_646333,Control,1,8,0.125
5300015,363080872_59460159843_284992,Control,0,5,0.0
5300015,374146589_87419976479_289380,Control,1,4,0.25
5300098,851734267_73138726036_837673,Control,4,10,0.4
5300098,986630163_86895261703_879033,Control,2,6,0.3333333333333333
5300135,299348870_84131132934_417098,Control,0,5,0.0
5300168,727396329_17853489231_135045,Test,0,6,0.0
5300171,767145488_36328660000_558182,Test,5,13,0.38461538461538464
5300466,205054341_16200382161_642016,Test,1,3,0.3333333333333333
5300466,474263499_57501051071_877456,Test,0,2,0.0
5300466,52866726_68264702728_565561,Test,0,2,0.0
5300466,812434213_68704485860_743501,Test,0,2,0.0
5300466,82995019_77785771691_53891,Test,0,6,0.0
5300698,309210051_20061010459_155700,Control,0,5,0.0
5300806,332657257_84509572672_617237,Control,0,5,0.0
5300859,420964018_94716870420_267197,Test,0,5,0.0
5301174,61356406_48058790712_830581,Test,1,7,0.14285714285714285
5301524,792893517_46698112411_735791,Control,0,6,0.0
5301524,937554615_67011931449_246241,Control,0,2,0.0
5301546,363938849_44704326571_110539,Test,0,4,0.0
5301754,328608776_11313684503_439439,Test,0,6,0.0
5301827,746608692_59210919970_549177,Control,1,6,0.16666666666666666
5301953,600661730_39998951647_838380,Test,0,7,0.0
5302222,915693784_58174266622_802896,Test,1,10,0.1
5302505,423421002_19692289253_205492,Test,0,8,0.0
5302579,929575714_31288886040_501441,Test,0,5,0.0
5303283,116450242_48923471030_587894,Test,0,6,0.0
5303422,503888971_93885334557_794808,Control,0,5,0.0
5303469,165731839_40868536221_469136,Test,4,11,0.36363636363636365
5303546,161267725_14910142273_359813,Test,0,5,0.0
5303546,163202378_42395750081_235875,Test,2,6,0.3333333333333333
5304104,510227750_57872232195_150475,Control,1,7,0.14285714285714285
5304250,585356689_60458919491_400400,Test,0,5,0.0
5304521,215501231_39871857589_180497,Test,0,2,0.0
5304521,497678254_83636523418_291875,Test,0,3,0.0
5305116,454423043_73789478140_859004,Control,0,2,0.0
5305116,69164930_20082199445_40666,Control,0,5,0.0
5305228,771814546_18245842265_575796,Test,0,4,0.0
5305264,787072823_83400386469_329823,Control,0,3,0.0
5305907,259661483_92430742731_927080,Control,0,2,0.0
5305907,838794600_4925959057_19772,Control,1,7,0.14285714285714285
5306046,127219285_50665742744_705968,Control,0,5,0.0
5306811,240055036_4936248645_240978,Control,0,2,0.0
5306811,297577358_42186706219_794575,Control,0,8,0.0
5306811,42449761_62766553949_683035,Control,0,2,0.0
5306902,127807116_99123541906_75891,Test,0,4,0.0
5307801,19017128_63086667964_815576,Test,0,3,0.0
5307801,937530248_22588980721_725214,Test,0,2,0.0
5308117,946429721_35936690418_368756,Test,7,18,0.3888888888888889
5308124,303665132_83856106653_789937,Test,1,5,0.2
5308409,453797851_7322946716_197095,Control,0,5,0.0
5308474,211880937_22137025437_345486,Test,0,5,0.0
5308474,747648726_25210833404_578957,Test,2,11,0.18181818181818182
5308525,518247654_86910523787_437933,Control,3,11,0.2727272727272727
5308699,834028088_21465204041_463790,Test,0,5,0.0
5308702,367751508_17471649434_779597,Test,1,4,0.25
5308745,935471241_3987162942_12019,Test,0,5,0.0
5308804,451490149_44232282607_20131,Control,0,5,0.0
5308892,376637676_74835828353_327641,Control,0,6,0.0
5308950,992774655_8357156238_241278,Test,0,5,0.0
5309015,975848241_70825607205_742326,Test,0,6,0.0
5310113,153497869_35420428246_548771,Test,0,5,0.0
5310152,459791956_83390417037_639239,Control,3,9,0.3333333333333333
5310157,880800918_73587870323_832126,Control,0,5,0.0
5310212,868803154_17802639493_420601,Test,2,11,0.18181818181818182
5310914,510400190_2322602037_973579,Test,0,5,0.0
5310914,676225692_90932757715_618559,Test,0,2,0.0
5311255,151797037_46287825427_195716,Test,0,5,0.0
5311333,709880527_42064974017_542824,Control,0,5,0.0
5311714,667869985_91490969625_992427,Control,0,5,0.0
5312309,839087618_62866770140_798180,Control,0,6,0.0
5312586,663067193_25515172552_632802,Control,0,5,0.0
5312890,264200381_51280871994_184084,Test,0,3,0.0
5312890,67254470_58475057404_246574,Test,1,5,0.2
5312890,973023012_60634260222_621793,Test,0,4,0.0
5313210,566491375_20997709842_67357,Control,0,5,0.0
5313213,474593861_51691506272_201988,Test,0,5,0.0
5313213,672989062_40112659897_382997,Test,0,2,0.0
5314074,731990883_34202503328_76063,Control,0,2,0.0
5314074,815312286_61080000909_753292,Control,0,5,0.0
5314127,264255340_8636621959_566433,Test,0,5,0.0
5314127,789068268_46286928878_355774,Test,0,2,0.0
5314289,643782817_16689178926_598442,Control,0,5,0.0
5314475,269624860_85170353679_600183,Control,0,5,0.0
5314587,780194078_9549678692_155808,Test,1,10,0.1
5314725,634146502_9327277868_385799,Control,0,5,0.0
5315297,502237217_10757218871_589047,Test,0,2,0.0
5315510,297617160_698220083_15207,Control,0,5,0.0
5315596,923371229_39717445052_791153,Control,1,5,0.2
5315667,371007160_6522805677_335525,Test,0,5,0.0
5315667,564953919_26706859894_711468,Test,2,8,0.25
5315856,454426268_60516544311_778287,Test,0,3,0.0
5315928,226770720_32325624740_986075,Test,4,9,0.4444444444444444
5315941,910241669_42527386300_789280,Test,0,5,0.0
5316407,223292992_26627199570_530524,Control,2,9,0.2222222222222222
5316428,310282717_82239263322_536334,Control,0,5,0.0
5316482,950561035_20924821823_15001,Test,0,2,0.0
5316693,79742947_71859410040_18827,Test,0,2,0.0
5316715,43351447_53777884169_419681,Test,0,5,0.0
